Dataset,Algorithm,Hyper-parameter name,Hyper-parameter value,Metric name,Metric value,Num clusters
Heart Failure,OPTICS,min_samples,82.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,82.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,87.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,87.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,87.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,87.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,87.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,92.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,92.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,92.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,92.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,92.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,97.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,97.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,97.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,97.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,97.0,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.1,VRC,NaN,1
Heart Failure,dbscan,eps,0.1,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.1,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.1,DB,NaN,1
Heart Failure,dbscan,eps,0.1,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.2,VRC,NaN,1
Heart Failure,dbscan,eps,0.2,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.2,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.2,DB,NaN,1
Heart Failure,dbscan,eps,0.2,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.30000000000000004,VRC,NaN,1
Heart Failure,dbscan,eps,0.30000000000000004,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.30000000000000004,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.30000000000000004,DB,NaN,1
Heart Failure,dbscan,eps,0.30000000000000004,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.4,VRC,NaN,1
Heart Failure,dbscan,eps,0.4,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.4,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.4,DB,NaN,1
Heart Failure,dbscan,eps,0.4,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.5,VRC,NaN,1
Heart Failure,dbscan,eps,0.5,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.5,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.5,DB,NaN,1
Heart Failure,dbscan,eps,0.5,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.6,VRC,NaN,1
Heart Failure,dbscan,eps,0.6,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.6,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.6,DB,NaN,1
Heart Failure,dbscan,eps,0.6,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.7000000000000001,VRC,NaN,1
Heart Failure,dbscan,eps,0.7000000000000001,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.7000000000000001,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.7000000000000001,DB,NaN,1
Heart Failure,dbscan,eps,0.7000000000000001,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.8,VRC,NaN,1
Heart Failure,dbscan,eps,0.8,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.8,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.8,DB,NaN,1
Heart Failure,dbscan,eps,0.8,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,0.9,VRC,NaN,1
Heart Failure,dbscan,eps,0.9,Silhouette,NaN,1
Heart Failure,dbscan,eps,0.9,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,0.9,DB,NaN,1
Heart Failure,dbscan,eps,0.9,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,1.0,VRC,NaN,1
Heart Failure,dbscan,eps,1.0,Silhouette,NaN,1
Heart Failure,dbscan,eps,1.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,1.0,DB,NaN,1
Heart Failure,dbscan,eps,1.0,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,1.1,VRC,NaN,1
Heart Failure,dbscan,eps,1.1,Silhouette,NaN,1
Heart Failure,dbscan,eps,1.1,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,1.1,DB,NaN,1
Heart Failure,dbscan,eps,1.1,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,1.2000000000000002,VRC,NaN,1
Heart Failure,dbscan,eps,1.2000000000000002,Silhouette,NaN,1
Heart Failure,dbscan,eps,1.2000000000000002,SSE-Elbow,2440.5183946488287,1
Heart Failure,dbscan,eps,1.2000000000000002,DB,NaN,1
Heart Failure,dbscan,eps,1.2000000000000002,BIC,2508.9237175295175,1
Heart Failure,dbscan,eps,1.3000000000000005,VRC,1.6979355266689016,2
Heart Failure,dbscan,eps,1.3000000000000005,Silhouette,-0.1681003953368158,2
Heart Failure,dbscan,eps,1.3000000000000005,SSE-Elbow,2175.813658446423,2
Heart Failure,dbscan,eps,1.3000000000000005,DB,2.2954240094364144,2
Heart Failure,dbscan,eps,1.3000000000000005,BIC,2318.324747781192,2
Heart Failure,dbscan,eps,1.4,VRC,1.8940671082568732,4
Heart Failure,dbscan,eps,1.4,Silhouette,-0.2282123056950928,4
Heart Failure,dbscan,eps,1.4,SSE-Elbow,1829.3189286340296,4
Heart Failure,dbscan,eps,1.4,DB,2.462983685536362,4
Heart Failure,dbscan,eps,1.4,BIC,2120.041550876954,4
Heart Failure,dbscan,eps,1.5000000000000002,VRC,2.4393459232098893,9
Heart Failure,dbscan,eps,1.5000000000000002,Silhouette,-0.22334277052234008,9
Heart Failure,dbscan,eps,1.5000000000000002,SSE-Elbow,1312.0027472516017,9
Heart Failure,dbscan,eps,1.5000000000000002,DB,2.3797587330252936,9
Heart Failure,dbscan,eps,1.5000000000000002,BIC,1973.2542017649212,9
Heart Failure,dbscan,eps,1.6,VRC,4.641759785221516,8
Heart Failure,dbscan,eps,1.6,Silhouette,-0.15384173005697738,8
Heart Failure,dbscan,eps,1.6,SSE-Elbow,1408.3900435899927,8
Heart Failure,dbscan,eps,1.6,DB,3.0380045650374568,8
Heart Failure,dbscan,eps,1.6,BIC,1995.5357316492332,8
Heart Failure,dbscan,eps,1.7000000000000002,VRC,7.975779977661303,4
Heart Failure,dbscan,eps,1.7000000000000002,Silhouette,-0.05346404163604232,4
Heart Failure,dbscan,eps,1.7000000000000002,SSE-Elbow,1829.3189286340296,4
Heart Failure,dbscan,eps,1.7000000000000002,DB,3.6938939842693106,4
Heart Failure,dbscan,eps,1.7000000000000002,BIC,2120.041550876954,4
Heart Failure,dbscan,eps,1.8000000000000005,VRC,11.183952132142396,2
Heart Failure,dbscan,eps,1.8000000000000005,Silhouette,0.11994547648858198,2
Heart Failure,dbscan,eps,1.8000000000000005,SSE-Elbow,2175.813658446423,2
Heart Failure,dbscan,eps,1.8000000000000005,DB,4.9433001163269585,2
Heart Failure,dbscan,eps,1.8000000000000005,BIC,2318.324747781192,2
Heart Failure,dbscan,eps,1.9,VRC,12.49178534574734,2
Heart Failure,dbscan,eps,1.9,Silhouette,0.1665983981777416,2
Heart Failure,dbscan,eps,1.9,SSE-Elbow,2175.813658446423,2
Heart Failure,dbscan,eps,1.9,DB,4.590728475580474,2
Heart Failure,dbscan,eps,1.9,BIC,2318.324747781192,2
Heart Failure,dbscan,eps,2.0,VRC,14.01331417997291,2
Heart Failure,dbscan,eps,2.0,Silhouette,0.21580913144679695,2
Heart Failure,dbscan,eps,2.0,SSE-Elbow,2175.813658446423,2
Heart Failure,dbscan,eps,2.0,DB,4.184237884195995,2
Heart Failure,dbscan,eps,2.0,BIC,2318.324747781192,2
Apartments for Rent,Agglomerative,n_clusters,2.0,VRC,1654.6348061517654,2
Apartments for Rent,Agglomerative,n_clusters,2.0,Silhouette,0.16665067007699064,2
Apartments for Rent,Agglomerative,n_clusters,2.0,SSE-Elbow,59894.90235856235,2
Apartments for Rent,Agglomerative,n_clusters,2.0,DB,2.227726301221602,2
Apartments for Rent,Agglomerative,n_clusters,2.0,BIC,60088.17860500938,2
Apartments for Rent,Agglomerative,n_clusters,7.0,VRC,1765.8756210678864,7
Apartments for Rent,Agglomerative,n_clusters,7.0,Silhouette,0.22134543901975573,7
Apartments for Rent,Agglomerative,n_clusters,7.0,SSE-Elbow,36937.38385510483,7
Apartments for Rent,Agglomerative,n_clusters,7.0,DB,1.4292942320012234,7
Apartments for Rent,Agglomerative,n_clusters,7.0,BIC,37636.96806209129,7
Apartments for Rent,Agglomerative,n_clusters,12.0,VRC,1551.6034629222318,12
Apartments for Rent,Agglomerative,n_clusters,12.0,Silhouette,0.2312913972604866,12
Apartments for Rent,Agglomerative,n_clusters,12.0,SSE-Elbow,27072.75541512781,12
Apartments for Rent,Agglomerative,n_clusters,12.0,DB,1.371941506555013,12
Apartments for Rent,Agglomerative,n_clusters,12.0,BIC,28278.62098529893,12
Apartments for Rent,Agglomerative,n_clusters,17.0,VRC,1377.5144171902807,17
Apartments for Rent,Agglomerative,n_clusters,17.0,Silhouette,0.22579314183441165,17
Apartments for Rent,Agglomerative,n_clusters,17.0,SSE-Elbow,22474.45072899977,17
Apartments for Rent,Agglomerative,n_clusters,17.0,DB,1.369021115394342,17
Apartments for Rent,Agglomerative,n_clusters,17.0,BIC,24186.626660996997,17
Apartments for Rent,Agglomerative,n_clusters,22.0,VRC,1250.4146157520615,22
Apartments for Rent,Agglomerative,n_clusters,22.0,Silhouette,0.21302217207727697,22
Apartments for Rent,Agglomerative,n_clusters,22.0,SSE-Elbow,19540.954965910976,22
Apartments for Rent,Agglomerative,n_clusters,22.0,DB,1.4286616529077911,22
Apartments for Rent,Agglomerative,n_clusters,22.0,BIC,21759.438972977772,22
Apartments for Rent,Agglomerative,n_clusters,27.0,VRC,1146.7963516819348,27
Apartments for Rent,Agglomerative,n_clusters,27.0,Silhouette,0.20463422890580224,27
Apartments for Rent,Agglomerative,n_clusters,27.0,SSE-Elbow,17817.305764304925,27
Apartments for Rent,Agglomerative,n_clusters,27.0,DB,1.440923543402822,27
Apartments for Rent,Agglomerative,n_clusters,27.0,BIC,20542.08280203011,27
Apartments for Rent,Agglomerative,n_clusters,32.0,VRC,1055.7339169652005,32
Apartments for Rent,Agglomerative,n_clusters,32.0,Silhouette,0.1970638888021357,32
Apartments for Rent,Agglomerative,n_clusters,32.0,SSE-Elbow,16675.07986880381,32
Apartments for Rent,Agglomerative,n_clusters,32.0,DB,1.3958641567278691,32
Apartments for Rent,Agglomerative,n_clusters,32.0,BIC,19906.149937187376,32
Apartments for Rent,Agglomerative,n_clusters,37.0,VRC,993.4557249960236,37
Apartments for Rent,Agglomerative,n_clusters,37.0,Silhouette,0.2038098705204945,37
Apartments for Rent,Agglomerative,n_clusters,37.0,SSE-Elbow,15411.595987109213,37
Apartments for Rent,Agglomerative,n_clusters,37.0,DB,1.3691861698143817,37
Apartments for Rent,Agglomerative,n_clusters,37.0,BIC,19148.935050955668,37
Apartments for Rent,Agglomerative,n_clusters,42.0,VRC,951.169564084103,42
Apartments for Rent,Agglomerative,n_clusters,42.0,Silhouette,0.2020183072465474,42
Apartments for Rent,Agglomerative,n_clusters,42.0,SSE-Elbow,14550.025642513545,42
Apartments for Rent,Agglomerative,n_clusters,42.0,DB,1.4040910601818826,42
Apartments for Rent,Agglomerative,n_clusters,42.0,BIC,18793.681772213913,42
Apartments for Rent,Agglomerative,n_clusters,47.0,VRC,910.7330269271694,47
Apartments for Rent,Agglomerative,n_clusters,47.0,Silhouette,0.2122192551209726,47
Apartments for Rent,Agglomerative,n_clusters,47.0,SSE-Elbow,13682.558824586613,47
Apartments for Rent,Agglomerative,n_clusters,47.0,DB,1.4103079156618636,47
Apartments for Rent,Agglomerative,n_clusters,47.0,BIC,18432.5079849454,47
Apartments for Rent,Agglomerative,n_clusters,52.0,VRC,878.3006414332151,52
Apartments for Rent,Agglomerative,n_clusters,52.0,Silhouette,0.21690846121196616,52
Apartments for Rent,Agglomerative,n_clusters,52.0,SSE-Elbow,12822.375890647569,52
Apartments for Rent,Agglomerative,n_clusters,52.0,DB,1.3938933545895746,52
Apartments for Rent,Agglomerative,n_clusters,52.0,BIC,18078.618081664717,52
Apartments for Rent,Agglomerative,n_clusters,57.0,VRC,846.4665173971099,57
Apartments for Rent,Agglomerative,n_clusters,57.0,Silhouette,0.2196842792986127,57
Apartments for Rent,Agglomerative,n_clusters,57.0,SSE-Elbow,12277.428644940625,57
Apartments for Rent,Agglomerative,n_clusters,57.0,DB,1.365753777128946,57
Apartments for Rent,Agglomerative,n_clusters,57.0,BIC,18039.96386661615,57
Apartments for Rent,Agglomerative,n_clusters,62.0,VRC,818.8697051573433,62
Apartments for Rent,Agglomerative,n_clusters,62.0,Silhouette,0.22524880192194863,62
Apartments for Rent,Agglomerative,n_clusters,62.0,SSE-Elbow,11666.473400882158,62
Apartments for Rent,Agglomerative,n_clusters,62.0,DB,1.3800022410265331,62
Apartments for Rent,Agglomerative,n_clusters,62.0,BIC,17935.301653216105,62
Apartments for Rent,Agglomerative,n_clusters,67.0,VRC,794.532150702066,67
Apartments for Rent,Agglomerative,n_clusters,67.0,Silhouette,0.229767007978298,67
Apartments for Rent,Agglomerative,n_clusters,67.0,SSE-Elbow,11258.05644835616,67
Apartments for Rent,Agglomerative,n_clusters,67.0,DB,1.3653587145056123,67
Apartments for Rent,Agglomerative,n_clusters,67.0,BIC,18033.17773134849,67
Apartments for Rent,Agglomerative,n_clusters,72.0,VRC,774.1844281741153,72
Apartments for Rent,Agglomerative,n_clusters,72.0,Silhouette,0.23431196009643795,72
Apartments for Rent,Agglomerative,n_clusters,72.0,SSE-Elbow,10897.916634995936,72
Apartments for Rent,Agglomerative,n_clusters,72.0,DB,1.3919958835698636,72
Apartments for Rent,Agglomerative,n_clusters,72.0,BIC,18179.33094864668,72
Apartments for Rent,Agglomerative,n_clusters,77.0,VRC,754.8949521171944,77
Apartments for Rent,Agglomerative,n_clusters,77.0,Silhouette,0.23827868706811683,77
Apartments for Rent,Agglomerative,n_clusters,77.0,SSE-Elbow,10493.046164280851,77
Apartments for Rent,Agglomerative,n_clusters,77.0,DB,1.3779131825811035,77
Apartments for Rent,Agglomerative,n_clusters,77.0,BIC,18280.75350858996,77
Apartments for Rent,Agglomerative,n_clusters,82.0,VRC,737.714871556771,82
Apartments for Rent,Agglomerative,n_clusters,82.0,Silhouette,0.2430688009007529,82
Apartments for Rent,Agglomerative,n_clusters,82.0,SSE-Elbow,10173.227712340587,82
Apartments for Rent,Agglomerative,n_clusters,82.0,DB,1.372624752730432,82
Apartments for Rent,Agglomerative,n_clusters,82.0,BIC,18467.22808730813,82
Apartments for Rent,Agglomerative,n_clusters,87.0,VRC,721.5485935062783,87
Apartments for Rent,Agglomerative,n_clusters,87.0,Silhouette,0.24671466897266003,87
Apartments for Rent,Agglomerative,n_clusters,87.0,SSE-Elbow,9832.32207863597,87
Apartments for Rent,Agglomerative,n_clusters,87.0,DB,1.3550678541431909,87
Apartments for Rent,Agglomerative,n_clusters,87.0,BIC,18632.61548426189,87
Apartments for Rent,Agglomerative,n_clusters,92.0,VRC,705.2227406195901,92
Apartments for Rent,Agglomerative,n_clusters,92.0,Silhouette,0.25135408313447694,92
Apartments for Rent,Agglomerative,n_clusters,92.0,SSE-Elbow,9527.454673427748,92
Apartments for Rent,Agglomerative,n_clusters,92.0,DB,1.3565154818324838,92
Apartments for Rent,Agglomerative,n_clusters,92.0,BIC,18834.041109712067,92
Apartments for Rent,Agglomerative,n_clusters,97.0,VRC,691.1586301376074,97
Apartments for Rent,Agglomerative,n_clusters,97.0,Silhouette,0.2563220185864403,97
Apartments for Rent,Agglomerative,n_clusters,97.0,SSE-Elbow,9299.274714940651,97
Apartments for Rent,Agglomerative,n_clusters,97.0,DB,1.3502286408489337,97
Apartments for Rent,Agglomerative,n_clusters,97.0,BIC,19112.154181883365,97
Apartments for Rent,K-Means,n_clusters,1.0,VRC,NaN,1
Apartments for Rent,K-Means,n_clusters,1.0,Silhouette,NaN,1
Apartments for Rent,K-Means,n_clusters,1.0,SSE-Elbow,76008.26963073258,1
Apartments for Rent,K-Means,n_clusters,1.0,DB,NaN,1
Apartments for Rent,K-Means,n_clusters,1.0,BIC,76100.32290903424,1
Apartments for Rent,K-Means,n_clusters,2.0,VRC,2676.2916578152885,2
Apartments for Rent,K-Means,n_clusters,2.0,Silhouette,0.2489875439112656,2
Apartments for Rent,K-Means,n_clusters,2.0,SSE-Elbow,59894.90235856235,2
Apartments for Rent,K-Means,n_clusters,2.0,DB,1.7197874691787869,2
Apartments for Rent,K-Means,n_clusters,2.0,BIC,60088.17860500938,2
Apartments for Rent,K-Means,n_clusters,3.0,VRC,2599.831395206711,3
Apartments for Rent,K-Means,n_clusters,3.0,Silhouette,0.2580295331657707,3
Apartments for Rent,K-Means,n_clusters,3.0,SSE-Elbow,49915.61241145159,3
Apartments for Rent,K-Means,n_clusters,3.0,DB,1.463760123819031,3
Apartments for Rent,K-Means,n_clusters,3.0,BIC,50210.13727108485,3
Apartments for Rent,K-Means,n_clusters,4.0,VRC,2168.0304752954553,4
Apartments for Rent,K-Means,n_clusters,4.0,Silhouette,0.2520765993052114,4
Apartments for Rent,K-Means,n_clusters,4.0,SSE-Elbow,45955.87416392636,4
Apartments for Rent,K-Means,n_clusters,4.0,DB,1.5075749959429787,4
Apartments for Rent,K-Means,n_clusters,4.0,BIC,46351.69828765053,4
Apartments for Rent,K-Means,n_clusters,5.0,VRC,2155.9204898400067,5
Apartments for Rent,K-Means,n_clusters,5.0,Silhouette,0.23001673398777975,5
Apartments for Rent,K-Means,n_clusters,5.0,SSE-Elbow,40708.44894279665,5
Apartments for Rent,K-Means,n_clusters,5.0,DB,1.4742292660359664,5
Apartments for Rent,K-Means,n_clusters,5.0,BIC,41205.53664562489,5
Apartments for Rent,K-Means,n_clusters,6.0,VRC,1842.5181472373424,6
Apartments for Rent,K-Means,n_clusters,6.0,Silhouette,0.1830781232965749,6
Apartments for Rent,K-Means,n_clusters,6.0,SSE-Elbow,39455.17339682397,6
Apartments for Rent,K-Means,n_clusters,6.0,DB,1.6082978816873696,6
Apartments for Rent,K-Means,n_clusters,6.0,BIC,40053.5000791062,6
Apartments for Rent,K-Means,n_clusters,7.0,VRC,1752.8864635956595,7
Apartments for Rent,K-Means,n_clusters,7.0,Silhouette,0.1876430476864572,7
Apartments for Rent,K-Means,n_clusters,7.0,SSE-Elbow,36937.38385510483,7
Apartments for Rent,K-Means,n_clusters,7.0,DB,1.6638089624962489,7
Apartments for Rent,K-Means,n_clusters,7.0,BIC,37636.96806209129,7
Apartments for Rent,K-Means,n_clusters,8.0,VRC,1833.0817552640456,8
Apartments for Rent,K-Means,n_clusters,8.0,Silhouette,0.2435687691272385,8
Apartments for Rent,K-Means,n_clusters,8.0,SSE-Elbow,33182.10101476291,8
Apartments for Rent,K-Means,n_clusters,8.0,DB,1.4703675895840478,8
Apartments for Rent,K-Means,n_clusters,8.0,BIC,33982.93118941886,8
Apartments for Rent,K-Means,n_clusters,9.0,VRC,1803.7779211078623,9
Apartments for Rent,K-Means,n_clusters,9.0,Silhouette,0.2624486708118197,9
Apartments for Rent,K-Means,n_clusters,9.0,SSE-Elbow,31003.704531487663,9
Apartments for Rent,K-Means,n_clusters,9.0,DB,1.3110839102831484,9
Apartments for Rent,K-Means,n_clusters,9.0,BIC,31905.826658842667,9
Apartments for Rent,K-Means,n_clusters,10.0,VRC,1747.0115325929844,10
Apartments for Rent,K-Means,n_clusters,10.0,Silhouette,0.22605564261597688,10
Apartments for Rent,K-Means,n_clusters,10.0,SSE-Elbow,29440.033770134625,10
Apartments for Rent,K-Means,n_clusters,10.0,DB,1.4719261610205538,10
Apartments for Rent,K-Means,n_clusters,10.0,BIC,30443.39727293756,10
Apartments for Rent,K-Means,n_clusters,11.0,VRC,1664.99517647444,11
Apartments for Rent,K-Means,n_clusters,11.0,Silhouette,0.22980713050529816,11
Apartments for Rent,K-Means,n_clusters,11.0,SSE-Elbow,28412.043075339163,11
Apartments for Rent,K-Means,n_clusters,11.0,DB,1.44670988098977,11
Apartments for Rent,K-Means,n_clusters,11.0,BIC,29516.672974638688,11
Apartments for Rent,K-Means,n_clusters,12.0,VRC,1633.0474750368617,12
Apartments for Rent,K-Means,n_clusters,12.0,Silhouette,0.23495054110119987,12
Apartments for Rent,K-Means,n_clusters,12.0,SSE-Elbow,27072.75541512781,12
Apartments for Rent,K-Means,n_clusters,12.0,DB,1.4245156506247862,12
Apartments for Rent,K-Means,n_clusters,12.0,BIC,28278.62098529893,12
Apartments for Rent,K-Means,n_clusters,13.0,VRC,1569.6865482368082,13
Apartments for Rent,K-Means,n_clusters,13.0,Silhouette,0.2295944608669834,13
Apartments for Rent,K-Means,n_clusters,13.0,SSE-Elbow,26249.88401117952,13
Apartments for Rent,K-Means,n_clusters,13.0,DB,1.4358585614170576,13
Apartments for Rent,K-Means,n_clusters,13.0,BIC,27557.04056306122,13
Apartments for Rent,K-Means,n_clusters,14.0,VRC,1495.4032768103311,14
Apartments for Rent,K-Means,n_clusters,14.0,Silhouette,0.2181592613652432,14
Apartments for Rent,K-Means,n_clusters,14.0,SSE-Elbow,25708.48423824449,14
Apartments for Rent,K-Means,n_clusters,14.0,DB,1.4614313317042569,14
Apartments for Rent,K-Means,n_clusters,14.0,BIC,27116.88228132889,14
Apartments for Rent,K-Means,n_clusters,15.0,VRC,1491.5998646717555,15
Apartments for Rent,K-Means,n_clusters,15.0,Silhouette,0.2224153789359017,15
Apartments for Rent,K-Means,n_clusters,15.0,SSE-Elbow,24503.780119614363,15
Apartments for Rent,K-Means,n_clusters,15.0,DB,1.4689048862174554,15
Apartments for Rent,K-Means,n_clusters,15.0,BIC,26013.434795446927,15
Apartments for Rent,K-Means,n_clusters,16.0,VRC,1421.230533614557,16
Apartments for Rent,K-Means,n_clusters,16.0,Silhouette,0.21685870335146684,16
Apartments for Rent,K-Means,n_clusters,16.0,SSE-Elbow,24160.255170613254,16
Apartments for Rent,K-Means,n_clusters,16.0,DB,1.5090747413498835,16
Apartments for Rent,K-Means,n_clusters,16.0,BIC,25771.148837403303,16
Apartments for Rent,K-Means,n_clusters,17.0,VRC,1478.767865547808,17
Apartments for Rent,K-Means,n_clusters,17.0,Silhouette,0.2304765170856475,17
Apartments for Rent,K-Means,n_clusters,17.0,SSE-Elbow,22474.45072899977,17
Apartments for Rent,K-Means,n_clusters,17.0,DB,1.4457658981969792,17
Apartments for Rent,K-Means,n_clusters,17.0,BIC,24186.626660996997,17
Apartments for Rent,K-Means,n_clusters,18.0,VRC,1477.1034644778656,18
Apartments for Rent,K-Means,n_clusters,18.0,Silhouette,0.23512197499735868,18
Apartments for Rent,K-Means,n_clusters,18.0,SSE-Elbow,21542.666980106605,18
Apartments for Rent,K-Means,n_clusters,18.0,DB,1.392520431414897,18
Apartments for Rent,K-Means,n_clusters,18.0,BIC,23356.10654657103,18
Apartments for Rent,K-Means,n_clusters,19.0,VRC,1440.9985270328257,19
Apartments for Rent,K-Means,n_clusters,19.0,Silhouette,0.22882444792299617,19
Apartments for Rent,K-Means,n_clusters,19.0,SSE-Elbow,21044.33478538248,19
Apartments for Rent,K-Means,n_clusters,19.0,DB,1.39169425349992,19
Apartments for Rent,K-Means,n_clusters,19.0,BIC,22959.027340570326,19
Apartments for Rent,K-Means,n_clusters,20.0,VRC,1427.593694964051,20
Apartments for Rent,K-Means,n_clusters,20.0,Silhouette,0.2360741823032985,20
Apartments for Rent,K-Means,n_clusters,20.0,SSE-Elbow,20369.12736405091,20
Apartments for Rent,K-Means,n_clusters,20.0,DB,1.383531012054542,20
Apartments for Rent,K-Means,n_clusters,20.0,BIC,22385.06081771857,20
Apartments for Rent,K-Means,n_clusters,21.0,VRC,1407.8801207035626,21
Apartments for Rent,K-Means,n_clusters,21.0,Silhouette,0.2352267403822172,21
Apartments for Rent,K-Means,n_clusters,21.0,SSE-Elbow,19815.002161619017,21
Apartments for Rent,K-Means,n_clusters,21.0,DB,1.3676585470875473,21
Apartments for Rent,K-Means,n_clusters,21.0,BIC,21932.227562554097,21
Apartments for Rent,K-Means,n_clusters,22.0,VRC,1366.135651215674,22
Apartments for Rent,K-Means,n_clusters,22.0,Silhouette,0.23488814809174,22
Apartments for Rent,K-Means,n_clusters,22.0,SSE-Elbow,19540.954965910976,22
Apartments for Rent,K-Means,n_clusters,22.0,DB,1.3796525056799434,22
Apartments for Rent,K-Means,n_clusters,22.0,BIC,21759.438972977772,22
Apartments for Rent,K-Means,n_clusters,23.0,VRC,1326.015575927318,23
Apartments for Rent,K-Means,n_clusters,23.0,Silhouette,0.22635295205049832,23
Apartments for Rent,K-Means,n_clusters,23.0,SSE-Elbow,19297.87155208316,23
Apartments for Rent,K-Means,n_clusters,23.0,DB,1.4186307819320834,23
Apartments for Rent,K-Means,n_clusters,23.0,BIC,21617.614165281648,23
Apartments for Rent,K-Means,n_clusters,24.0,VRC,1328.702720356305,24
Apartments for Rent,K-Means,n_clusters,24.0,Silhouette,0.23667471301736287,24
Apartments for Rent,K-Means,n_clusters,24.0,SSE-Elbow,18634.996578056755,24
Apartments for Rent,K-Means,n_clusters,24.0,DB,1.374664931997872,24
Apartments for Rent,K-Means,n_clusters,24.0,BIC,21055.962808585275,24
Apartments for Rent,K-Means,n_clusters,25.0,VRC,1297.6004516513094,25
Apartments for Rent,K-Means,n_clusters,25.0,Silhouette,0.23224273383250024,25
Apartments for Rent,K-Means,n_clusters,25.0,SSE-Elbow,18369.360538235313,25
Apartments for Rent,K-Means,n_clusters,25.0,DB,1.3950673769379756,25
Apartments for Rent,K-Means,n_clusters,25.0,BIC,20891.62036369712,25
Apartments for Rent,K-Means,n_clusters,26.0,VRC,1275.628028024538,26
Apartments for Rent,K-Means,n_clusters,26.0,Silhouette,0.2328885819251322,26
Apartments for Rent,K-Means,n_clusters,26.0,SSE-Elbow,18039.273932220964,26
Apartments for Rent,K-Means,n_clusters,26.0,DB,1.37922942304874,26
Apartments for Rent,K-Means,n_clusters,26.0,BIC,20662.77388904857,26
Apartments for Rent,K-Means,n_clusters,27.0,VRC,1246.4738196004143,27
Apartments for Rent,K-Means,n_clusters,27.0,Silhouette,0.2288134789811588,27
Apartments for Rent,K-Means,n_clusters,27.0,SSE-Elbow,17817.305764304925,27
Apartments for Rent,K-Means,n_clusters,27.0,DB,1.4350918625055682,27
Apartments for Rent,K-Means,n_clusters,27.0,BIC,20542.08280203011,27
Apartments for Rent,K-Means,n_clusters,28.0,VRC,1228.456462362101,28
Apartments for Rent,K-Means,n_clusters,28.0,Silhouette,0.23235747730498735,28
Apartments for Rent,K-Means,n_clusters,28.0,SSE-Elbow,17501.70276763788,28
Apartments for Rent,K-Means,n_clusters,28.0,DB,1.4368282751399524,28
Apartments for Rent,K-Means,n_clusters,28.0,BIC,20327.73841149475,28
Apartments for Rent,K-Means,n_clusters,29.0,VRC,1203.951919428616,29
Apartments for Rent,K-Means,n_clusters,29.0,Silhouette,0.23322100193995068,29
Apartments for Rent,K-Means,n_clusters,29.0,SSE-Elbow,17282.83089204213,29
